iter	Logloss
505	0.3380333292
506	0.3378892169
507	0.3377679319
508	0.3376314828
509	0.3374860437
510	0.3372939481
511	0.3371355925
512	0.3369909116
513	0.3369087822
514	0.3367670799
515	0.3366421392
516	0.3365625282
517	0.3364326592
518	0.3362868951
519	0.3362188466
520	0.3361500128
521	0.3360761966
522	0.3359450278
523	0.3357931711
524	0.3356383898
525	0.3355018054
526	0.3354149372
527	0.335224683
528	0.33511821
529	0.3350025573
530	0.3348604759
531	0.3347264369
532	0.3345675126
533	0.3344626913
534	0.3343329578
535	0.3342797483
536	0.3340959117
537	0.3340561333
538	0.333924098
539	0.3338289168
540	0.3337243934
541	0.3335916812
542	0.3333856131
543	0.3331986624
544	0.3330790292
545	0.3329248708
546	0.332814715
547	0.3326167434
548	0.3324707898
549	0.3323989773
550	0.3323082911
551	0.3321927467
552	0.3320897939
553	0.3319704315
554	0.3318687243
555	0.3317582165
556	0.3316862687
557	0.3315870798
558	0.3314855892
559	0.3314016185
560	0.3313458095
561	0.3313115821
562	0.3312332708
563	0.3310663313
564	0.3309514097
565	0.3308305309
566	0.3307285529
567	0.3305974112
568	0.3304785091
569	0.3304295781
570	0.3302212625
571	0.3301149519
572	0.3300224785
573	0.3299347168
574	0.3297958848
575	0.3296883286
576	0.3296215257
577	0.3295914955
578	0.3294948791
579	0.3292726992
580	0.3291868059
581	0.3291226838
582	0.3290650606
583	0.3289943313
584	0.3288668994
585	0.3287165319
586	0.3286339422
587	0.3285810848
588	0.328512928
589	0.3283975461
590	0.3283384064
591	0.328212518
592	0.3280727925
593	0.327926568
594	0.3278407831
595	0.3277161132
596	0.3275058208
597	0.3273119381
598	0.3271541782
599	0.3270335972
600	0.3268987187
601	0.3267433959
602	0.3266468877
603	0.3265808701
604	0.3263818154
605	0.3262983862
606	0.3261998472
607	0.3261567651
608	0.3259993573
609	0.3259284384
610	0.3258564094
611	0.3257674832
612	0.3255922306
613	0.3254624158
614	0.3254000808
615	0.32519515
616	0.3251506328
617	0.3250960694
618	0.3249999675
619	0.3249011036
620	0.3248288849
621	0.3247053524
622	0.3246277722
623	0.3245486756
624	0.3245210825
625	0.3244058631
626	0.3242784854
627	0.3242001199
628	0.3241461523
629	0.32408991
630	0.3240574699
631	0.3239377283
632	0.3238095924
633	0.3236603081
634	0.3235359361
635	0.323393611
636	0.3233307887
637	0.3231823438
638	0.3230699676
639	0.3229930103
640	0.3228440238
641	0.3227867526
642	0.3226591041
643	0.3226209233
644	0.3225569907
645	0.3224352995
646	0.3223818463
647	0.3222944908
648	0.3221954373
649	0.3220766164
650	0.3220535996
651	0.3219404111
652	0.3218338839
653	0.3216952414
654	0.3215688115
655	0.3214003014
656	0.3213780698
657	0.3212642585
658	0.321157298
659	0.3210746271
660	0.320889924
661	0.3207701824
662	0.3206882968
663	0.3205269625
664	0.3203425572
665	0.3202690659
666	0.3201617535
667	0.3200323178
668	0.3199567143
669	0.3198263038
670	0.3197301477
671	0.3195755018
672	0.3194747695
673	0.3193337983
674	0.31926204
675	0.3191678336
676	0.3190953442
677	0.3189897647
678	0.3189181418
679	0.3188372039
680	0.3187644166
681	0.3186614097
682	0.3185500083
683	0.3184795227
684	0.3184066001
685	0.3183370622
686	0.3182451846
687	0.3181589392
688	0.3180497042
689	0.3179934078
690	0.317872556
691	0.3177420913
692	0.3176660005
693	0.3174868485
694	0.3173728747
695	0.3172209367
696	0.3171044987
697	0.3169270256
698	0.3168540758
699	0.316785567
700	0.3166660962
701	0.3165131292
702	0.3164292668
703	0.3163040554
704	0.3161362493
705	0.3160180783
706	0.315884283
707	0.3157325616
708	0.3155753703
709	0.3154577409
710	0.3153528655
711	0.3152973544
712	0.3152465279
713	0.3152130317
714	0.3150453881
715	0.3149733861
716	0.3148535633
717	0.3147112923
718	0.3146516653
719	0.3145849436
720	0.3144793371
721	0.3143558587
722	0.3141943078
723	0.314043128
724	0.3139076808
725	0.313841582
726	0.3136992569
727	0.3136547397
728	0.3135612643
729	0.3134497547
730	0.3133056695
731	0.3132070763
732	0.3131395423
733	0.3130208297
734	0.3128873864
735	0.3127920156
736	0.3126687267
737	0.3124950717
738	0.3124209847
739	0.3123516364
740	0.3122395039
741	0.3121038943
742	0.3120181364
743	0.3118876717
744	0.3117990435
745	0.3117178618
746	0.3116665208
747	0.3115423654
748	0.3113502428
749	0.3112426054
750	0.3111569829
751	0.3110592291
752	0.310947557
753	0.3107974062
754	0.3106391318
755	0.3105742785
756	0.3104044957
757	0.3103515842
758	0.3102107484
759	0.310136201
760	0.3099929552
761	0.3099104467
762	0.3098233078
763	0.3097608917
764	0.3096564766
765	0.3095237915
766	0.3093847429
767	0.3092754807
768	0.3091657041
769	0.3090971682
770	0.3089978439
771	0.3088998735
772	0.3087908822
773	0.308686413
774	0.3085912858
775	0.3084899036
776	0.3083557833
777	0.3082953439
778	0.3081780394
779	0.3080341166
780	0.307865769
781	0.3078390424
782	0.307704868
783	0.3076462158
784	0.3075902172
785	0.307559808
786	0.3074835546
787	0.3073443436
788	0.3072679278
789	0.3071339699
790	0.3070841995
791	0.3069864999
792	0.3069143625
793	0.3068127366
794	0.3067142246
795	0.3065932104
796	0.3064339882
797	0.3062942356
798	0.3062527512
799	0.3060974825
800	0.30600704
801	0.3058796081
802	0.3056994001
803	0.3056445118
804	0.3055634114
805	0.3054208425
806	0.3052603748
807	0.305232186
808	0.305115071
809	0.3050767277
810	0.3049897784
811	0.3048688183
812	0.3048159067
813	0.304765026
814	0.3046891247
815	0.3045234849
816	0.3044507248
817	0.3043328516
818	0.3042454148
819	0.3041708404
820	0.3040934227
821	0.304035989
822	0.3039431635
823	0.3038892771
824	0.3037522324
825	0.3036278874
826	0.303541263
827	0.3034675009
828	0.3034150497
829	0.3033439142
830	0.3032975015
831	0.3031670639
832	0.30301518
833	0.3028693889
834	0.3028048335
835	0.3027284719
836	0.3026047768
837	0.3024562778
838	0.3023172563
839	0.3021838671
840	0.3020988945
841	0.3020397007
842	0.3019613623
843	0.3018178187
844	0.3017427568
845	0.3016684802
846	0.301608447
847	0.3014938503
848	0.3014266413
849	0.3013120176
850	0.3011964732
851	0.3011291016
852	0.3010394715
853	0.3009124187
854	0.3007261992
855	0.3006438532
856	0.3006032082
857	0.3005013656
858	0.3003911016
859	0.3002879321
860	0.300237918
861	0.3001733084
862	0.3000605802
863	0.3000309563
864	0.2999277326
865	0.299748689
866	0.2996306534
867	0.2995920122
868	0.2994886261
869	0.2994041951
870	0.2992970721
871	0.2991884328
872	0.2991509831
873	0.2990529857
874	0.2989483269
875	0.2988133942
876	0.2987507073
877	0.2986283933
878	0.2984986868
879	0.2984182363
880	0.2983437431
881	0.2982702788
882	0.2982329375
883	0.2981624789
884	0.2980688953
885	0.2979718456
886	0.2978329595
887	0.2977419754
888	0.2976949941
889	0.297546495
890	0.2975117803
891	0.2973792576
892	0.2972703746
893	0.297211587
894	0.2970925224
895	0.2969762469
896	0.2969133704
897	0.2968061662
898	0.2966683632
899	0.2965700679
900	0.2964510575
901	0.2963010421
902	0.2962231099
903	0.2961208611
904	0.2959586061
905	0.295924433
906	0.2958405976
907	0.2957924519
908	0.295696377
909	0.2956184719
910	0.295513759
911	0.295479315
912	0.2954398344
913	0.2954094793
914	0.2952806664
915	0.2951545885
916	0.2950537748
917	0.2949500367
918	0.2948414786
919	0.2947610552
920	0.2946590501
921	0.2945849631
922	0.2945651957
923	0.2944146387
924	0.294334459
925	0.2942763213
926	0.2941221899
927	0.2940565514
928	0.2940217283
929	0.2939700623
930	0.2938733376
931	0.2937762067
932	0.2936421947
933	0.2935509669
934	0.2934616075
935	0.2933685113
936	0.293315356
937	0.2932396443
938	0.2931822377
939	0.2930832925
940	0.2929920376
941	0.2929019742
942	0.2928079844
943	0.2926914652
944	0.2925950112
945	0.2925707217
946	0.2924601327
947	0.2924472704
948	0.2923849084
949	0.292277298
950	0.2921872076
951	0.2921304508
952	0.291977213
953	0.2919053735
954	0.2917857132
955	0.2916386493
956	0.2915873896
957	0.2915004131
958	0.2914442792
959	0.2914075335
960	0.2913414888
961	0.2912345013
962	0.2911619036
963	0.2910463321
964	0.2909969408
965	0.2909020574
966	0.2907927682
967	0.2907030568
968	0.2906022161
969	0.290509526
970	0.2903467837
971	0.2902171313
972	0.2901663319
973	0.2901306965
974	0.2900377898
975	0.2899584495
976	0.2898348899
977	0.2897661644
978	0.2896395178
979	0.2895623167
980	0.2894604741
981	0.2893366166
982	0.2892198808
983	0.2890896057
984	0.2889631757
985	0.2888563236
986	0.2888307885
987	0.2887495527
988	0.2886502554
989	0.2885281581
990	0.2884136968
991	0.2882781955
992	0.2881411778
993	0.2881081149
994	0.2880511144
995	0.2879965781
996	0.2878747786
997	0.2877921347
998	0.2877119008
999	0.2876002829
